error	steps
33399939314.0	1247.0
33398071822.0	1248.0
33395052668.0	1249.0
33388439917.0	1250.0
33386889055.0	1251.0
33384939543.0	1252.0
33381495099.0	1253.0
33380899621.0	1254.0
33380637851.0	1255.0
33379603536.0	1256.0
33378700748.0	1257.0
33377839856.0	1258.0
33377057425.0	1259.0
33373529740.0	1260.0
33371518420.0	1261.0
33367671636.0	1262.0
33366550028.0	1263.0
33365087504.0	1264.0
33359703185.0	1265.0
33355628565.0	1266.0
33355015868.0	1267.0
33351313653.0	1268.0
33350806382.0	1269.0
33348207050.0	1270.0
33346490849.0	1271.0
33345835317.0	1272.0
33341204239.0	1273.0
33340739613.0	1274.0
33339748482.0	1275.0
33338312865.0	1276.0
33337357666.0	1277.0
33337010649.0	1278.0
33335352607.0	1279.0
33334409176.0	1280.0
33333462791.0	1281.0
33328744188.0	1282.0
33325267545.0	1283.0
33324937115.0	1284.0
33324190842.0	1285.0
33322524362.0	1286.0
33321240108.0	1287.0
33319773358.0	1288.0
33319130649.0	1289.0
33317321557.0	1290.0
33316735712.0	1291.0
33312593807.0	1292.0
33311562823.0	1293.0
33310083567.0	1294.0
33306951809.0	1295.0
33304162018.0	1296.0
33303416817.0	1297.0
33302956493.0	1298.0
33301707302.0	1299.0
33299811661.0	1300.0
33298177180.0	1301.0
33287150723.0	1302.0
33286466297.0	1303.0
33285892083.0	1304.0
33285828169.0	1305.0
33282545732.0	1306.0
33281758964.0	1307.0
33280644014.0	1308.0
33276375348.0	1309.0
33274472553.0	1310.0
33272968603.0	1311.0
33272956753.0	1312.0
33272609039.0	1313.0
33269730417.0	1314.0
33269245597.0	1315.0
33268379305.0	1316.0
33268362018.0	1317.0
33268199031.0	1318.0
33268070909.0	1319.0
33267688866.0	1320.0
33263479235.0	1321.0
33259701086.0	1322.0
33258723502.0	1323.0
33258285049.0	1324.0
33257084849.0	1325.0
33254534218.0	1326.0
33252809805.0	1327.0
33250096937.0	1328.0
33241399364.0	1329.0
33240256406.0	1330.0
33237651681.0	1331.0
33236423507.0	1332.0
33235682821.0	1333.0
33235296779.0	1334.0
33234254353.0	1335.0
33232581760.0	1336.0
33231704908.0	1337.0
33229002330.0	1338.0
33229002330.0	1339.0
33225709690.0	1340.0
33224894379.0	1341.0
33224894379.0	1342.0
33223786815.0	1343.0
33222591569.0	1344.0
33221847597.0	1345.0
33221630303.0	1346.0
33219126665.0	1347.0
33218827136.0	1348.0
33218182596.0	1349.0
33217600864.0	1350.0
33216885325.0	1351.0
33216625442.0	1352.0
33214788148.0	1353.0
33212716484.0	1354.0
33209880013.0	1355.0
33209745563.0	1356.0
33208444774.0	1357.0
33206280475.0	1358.0
33204454691.0	1359.0
33203266012.0	1360.0
33199982195.0	1361.0
33197107155.0	1362.0
33194830152.0	1363.0
33193531976.0	1364.0
33190448493.0	1365.0
33187786577.0	1366.0
33186450135.0	1367.0
33185331405.0	1368.0
33180451933.0	1369.0
33179616605.0	1370.0
33179616605.0	1371.0
33178374751.0	1372.0
33176790685.0	1373.0
33175411008.0	1374.0
33174281046.0	1375.0
33170662852.0	1376.0
33170082897.0	1377.0
33169894637.0	1378.0
33169178000.0	1379.0
33167754266.0	1380.0
33167502089.0	1381.0
33167248250.0	1382.0
33165488827.0	1383.0
33164577778.0	1384.0
33162229712.0	1385.0
33161944844.0	1386.0
33161149410.0	1387.0
33160356272.0	1388.0
33159757463.0	1389.0
33158791345.0	1390.0
33158791345.0	1391.0
33158642687.0	1392.0
33157451821.0	1393.0
33155072383.0	1394.0
33154505717.0	1395.0
33153702791.0	1396.0
33152633685.0	1397.0
33152033619.0	1398.0
33151306680.0	1399.0
33149867698.0	1400.0
33148316185.0	1401.0
33147131881.0	1402.0
33146765287.0	1403.0
33144625848.0	1404.0
33144510630.0	1405.0
33143443560.0	1406.0
33142572124.0	1407.0
33141325925.0	1408.0
33140175459.0	1409.0
33139358275.0	1410.0
33138010491.0	1411.0
33135323645.0	1412.0
33134632272.0	1413.0
33134315748.0	1414.0
33134315748.0	1415.0
33133181373.0	1416.0
33132800456.0	1417.0
33131356169.0	1418.0
33128399542.0	1419.0
33127322028.0	1420.0
33126425134.0	1421.0
33120042152.0	1422.0
33119728882.0	1423.0
33118705026.0	1424.0
33118363371.0	1425.0
33117484711.0	1426.0
33117113387.0	1427.0
33115973224.0	1428.0
33114925874.0	1429.0
33114632342.0	1430.0
33113607809.0	1431.0
33113141548.0	1432.0
33112937001.0	1433.0
33112234774.0	1434.0
33110964821.0	1435.0
33110508232.0	1436.0
33110047615.0	1437.0
33107477515.0	1438.0
33106357533.0	1439.0
33106071044.0	1440.0
33105308872.0	1441.0
33104508505.0	1442.0
33101046163.0	1443.0
33098296185.0	1444.0
33095649257.0	1445.0
33095649257.0	1446.0
33094972852.0	1447.0
33091982095.0	1448.0
33090912303.0	1449.0
33090256020.0	1450.0
33089049864.0	1451.0
33088503771.0	1452.0
33086955258.0	1453.0
33084550884.0	1454.0
33084550884.0	1455.0
33083194028.0	1456.0
33080746716.0	1457.0
33078089324.0	1458.0
33077245802.0	1459.0
33076120318.0	1460.0
33075591456.0	1461.0
33075276925.0	1462.0
33075069113.0	1463.0
33073464110.0	1464.0
33071036629.0	1465.0
33070030492.0	1466.0
33068387193.0	1467.0
33068090834.0	1468.0
33067164483.0	1469.0
33066990392.0	1470.0
33066990392.0	1471.0
33065858353.0	1472.0
33064422945.0	1473.0
33063138161.0	1474.0
33062296918.0	1475.0
33060522880.0	1476.0
33058476411.0	1477.0
33056329321.0	1478.0
33053584372.0	1479.0
33053584372.0	1480.0
33052692415.0	1481.0
33052346947.0	1482.0
33051590107.0	1483.0
33051345733.0	1484.0
33050600593.0	1485.0
33050225770.0	1486.0
33048988606.0	1487.0
33046608568.0	1488.0
33046136064.0	1489.0
33045601447.0	1490.0
33042552568.0	1491.0
33042254976.0	1492.0
33041712730.0	1493.0
33040383415.0	1494.0
33040356565.0	1495.0
33039059092.0	1496.0
33038342625.0	1497.0
33038292086.0	1498.0
33038288865.0	1499.0
33037348677.0	1500.0
33036101035.0	1501.0
33035194002.0	1502.0
33034438845.0	1503.0
33034337767.0	1504.0
33033891580.0	1505.0
33032902375.0	1506.0
33031711088.0	1507.0
33031403659.0	1508.0
33031087627.0	1509.0
33030123484.0	1510.0
33027988150.0	1511.0
33026941562.0	1512.0
33023078686.0	1513.0
33022554512.0	1514.0
33021709410.0	1515.0
33019708765.0	1516.0
33017839712.0	1517.0
33017343751.0	1518.0
33016221777.0	1519.0
33016221777.0	1520.0
33016221777.0	1521.0
33016118072.0	1522.0
33015362139.0	1523.0
33014645416.0	1524.0
33014132199.0	1525.0
33013031245.0	1526.0
33011983689.0	1527.0
33011944938.0	1528.0
33011722437.0	1529.0
33011426196.0	1530.0
33010144075.0	1531.0
33008925618.0	1532.0
33008892026.0	1533.0
33008714249.0	1534.0
33008589955.0	1535.0
33007983763.0	1536.0
33006448120.0	1537.0
33005296624.0	1538.0
33004972567.0	1539.0
33004570456.0	1540.0
33004467884.0	1541.0
33003966780.0	1542.0
33002136009.0	1543.0
33001948005.0	1544.0
32997793089.0	1545.0
32997757476.0	1546.0
32997069298.0	1547.0
32997069298.0	1548.0
32996972522.0	1549.0
32996576215.0	1550.0
32996576215.0	1551.0
32995627017.0	1552.0
32991800885.0	1553.0
32991750655.0	1554.0
32989788197.0	1555.0
32988629273.0	1556.0
32987729629.0	1557.0
32986658362.0	1558.0
32985116763.0	1559.0
32984429252.0	1560.0
32984395565.0	1561.0
32984221177.0	1562.0
32983074658.0	1563.0
32981838434.0	1564.0
32981590251.0	1565.0
32981451113.0	1566.0
32981329012.0	1567.0
32980176446.0	1568.0
32980001021.0	1569.0
32977296117.0	1570.0
32976855519.0	1571.0
32976589067.0	1572.0
32974859719.0	1573.0
32974264910.0	1574.0
32973804834.0	1575.0
32973559838.0	1576.0
32973451307.0	1577.0
32972186764.0	1578.0
32971966803.0	1579.0
32971538008.0	1580.0
32969462138.0	1581.0
32969146934.0	1582.0
32969040345.0	1583.0
32968308529.0	1584.0
32966665413.0	1585.0
32966202381.0	1586.0
32966103487.0	1587.0
32966024926.0	1588.0
32965026598.0	1589.0
32964597518.0	1590.0
32964448513.0	1591.0
32961448156.0	1592.0
32961448156.0	1593.0
32960755771.0	1594.0
32959851511.0	1595.0
32959146772.0	1596.0
32956963870.0	1597.0
32956360134.0	1598.0
32955338600.0	1599.0
32955315090.0	1600.0
32954966350.0	1601.0
32953941439.0	1602.0
32953847712.0	1603.0
32953449736.0	1604.0
32953261440.0	1605.0
32953052445.0	1606.0
32951419507.0	1607.0
32951013350.0	1608.0
32950643419.0	1609.0
32949655628.0	1610.0
32949012773.0	1611.0
32947367251.0	1612.0
32947244003.0	1613.0
32946820273.0	1614.0
32945863528.0	1615.0
32945459634.0	1616.0
32944238630.0	1617.0
32943363865.0	1618.0
32943285423.0	1619.0
32942988840.0	1620.0
32942673965.0	1621.0
32941952460.0	1622.0
32941567035.0	1623.0
32941488124.0	1624.0
32941087989.0	1625.0
32939570043.0	1626.0
32939455148.0	1627.0
32938416113.0	1628.0
32936973150.0	1629.0
32936525876.0	1630.0
32936442436.0	1631.0
32936442436.0	1632.0
32936237837.0	1633.0
32936237837.0	1634.0
32935928322.0	1635.0
32935688379.0	1636.0
32935127356.0	1637.0
32934417949.0	1638.0
32934386184.0	1639.0
32934386184.0	1640.0
32934250603.0	1641.0
32933756810.0	1642.0
32933098790.0	1643.0
32932940921.0	1644.0
32932187217.0	1645.0
32932187217.0	1646.0
32930598823.0	1647.0
32929769486.0	1648.0
32929121696.0	1649.0
32928015369.0	1650.0
32927952485.0	1651.0
32927677074.0	1652.0
32927462879.0	1653.0
32927083720.0	1654.0
32926739659.0	1655.0
32925018045.0	1656.0
32925018045.0	1657.0
32925018045.0	1658.0
32924899511.0	1659.0
32924700799.0	1660.0
32924212011.0	1661.0
32923867891.0	1662.0
32923138924.0	1663.0
32923138924.0	1664.0
32922553268.0	1665.0
32922055282.0	1666.0
32921844561.0	1667.0
32921420648.0	1668.0
32920970817.0	1669.0
32920824354.0	1670.0
32919550054.0	1671.0
32919550054.0	1672.0
32918960649.0	1673.0
32915221466.0	1674.0
32914677650.0	1675.0
32913944545.0	1676.0
32913411269.0	1677.0
32911867540.0	1678.0
32911689982.0	1679.0
32911179329.0	1680.0
32910976267.0	1681.0
32910377932.0	1682.0
32908050921.0	1683.0
32907248700.0	1684.0
32906004886.0	1685.0
32905006628.0	1686.0
32904236479.0	1687.0
32904175240.0	1688.0
32903593742.0	1689.0
32903510908.0	1690.0
32902801213.0	1691.0
32902801213.0	1692.0
32902801023.0	1693.0
32901926775.0	1694.0
32901247902.0	1695.0
32901247902.0	1696.0
32900899247.0	1697.0
32899988184.0	1698.0
32899475885.0	1699.0
32899282484.0	1700.0
32898670411.0	1701.0
32897286882.0	1702.0
32896718062.0	1703.0
32896502222.0	1704.0
32895306059.0	1705.0
32894763040.0	1706.0
32894688929.0	1707.0
32894622075.0	1708.0
32894344696.0	1709.0
32893418795.0	1710.0
32892875761.0	1711.0
32891829547.0	1712.0
32889887795.0	1713.0
32888858432.0	1714.0
32888605192.0	1715.0
32888042790.0	1716.0
32886676427.0	1717.0
32886402609.0	1718.0
32886402609.0	1719.0
32886402609.0	1720.0
32884764111.0	1721.0
32884392784.0	1722.0
32884392784.0	1723.0
32882110896.0	1724.0
32881455301.0	1725.0
32881438110.0	1726.0
32881163458.0	1727.0
32880924888.0	1728.0
32880080055.0	1729.0
32879905221.0	1730.0
32878697352.0	1731.0
32878108623.0	1732.0
32877319522.0	1733.0
32877319522.0	1734.0
32876009494.0	1735.0
32875304324.0	1736.0
32874722816.0	1737.0
32874143269.0	1738.0
32873785006.0	1739.0
32873515344.0	1740.0
32873399196.0	1741.0
32873207673.0	1742.0
32872794251.0	1743.0
32869925763.0	1744.0
32869920407.0	1745.0
32869681097.0	1746.0
32868887747.0	1747.0
32868817915.0	1748.0
32868117138.0	1749.0
32866899019.0	1750.0
32866847217.0	1751.0
32866714041.0	1752.0
32866651150.0	1753.0
32866276833.0	1754.0
32865946573.0	1755.0
32865680167.0	1756.0
32865680167.0	1757.0
32864306038.0	1758.0
32864306038.0	1759.0
32864226606.0	1760.0
32863255018.0	1761.0
32862734381.0	1762.0
32862672932.0	1763.0
32861670361.0	1764.0
32861670361.0	1765.0
32861637219.0	1766.0
32861293483.0	1767.0
32861274245.0	1768.0
32861274245.0	1769.0
32860670439.0	1770.0
32860670439.0	1771.0
32860023382.0	1772.0
32859724207.0	1773.0
32859614504.0	1774.0
32859614504.0	1775.0
32858955959.0	1776.0
32858702436.0	1777.0
32858702436.0	1778.0
32858657114.0	1779.0
32858462661.0	1780.0
32858462661.0	1781.0
32856321465.0	1782.0
32855327683.0	1783.0
32855035948.0	1784.0
32854569074.0	1785.0
32854380352.0	1786.0
32854311239.0	1787.0
32854311239.0	1788.0
32853600281.0	1789.0
32853424124.0	1790.0
32853248333.0	1791.0
32852755859.0	1792.0
32852755859.0	1793.0
32852681004.0	1794.0
32852091230.0	1795.0
32851641870.0	1796.0
32851288614.0	1797.0
32850970618.0	1798.0
32850100146.0	1799.0
32850100146.0	1800.0
32848653890.0	1801.0
32848640196.0	1802.0
32848640196.0	1803.0
32848205596.0	1804.0
32847799829.0	1805.0
32847623230.0	1806.0
32847300271.0	1807.0
32847093625.0	1808.0
32846961002.0	1809.0
32846207537.0	1810.0
32846021168.0	1811.0
32844972334.0	1812.0
32844751624.0	1813.0
32843731116.0	1814.0
32843313766.0	1815.0
32842683123.0	1816.0
32842454356.0	1817.0
32842454356.0	1818.0
32842238851.0	1819.0
32841823436.0	1820.0
32841725391.0	1821.0
32841633685.0	1822.0
32840706556.0	1823.0
32840442016.0	1824.0
32840442016.0	1825.0
32840092113.0	1826.0
32839512383.0	1827.0
32839473785.0	1828.0
32839366252.0	1829.0
32838954793.0	1830.0
32837781238.0	1831.0
32837236473.0	1832.0
32836362591.0	1833.0
32836362591.0	1834.0
32836013301.0	1835.0
32835882256.0	1836.0
32835856881.0	1837.0
32835386806.0	1838.0
32835386806.0	1839.0
32835323907.0	1840.0
32835054615.0	1841.0
32834599520.0	1842.0
32834158318.0	1843.0
32834109469.0	1844.0
32833780822.0	1845.0
32833304709.0	1846.0
32833304709.0	1847.0
32833254695.0	1848.0
32832965878.0	1849.0
32832959715.0	1850.0
32832959715.0	1851.0
32832547699.0	1852.0
32832540096.0	1853.0
32831638704.0	1854.0
32831559053.0	1855.0
32831559053.0	1856.0
32831435018.0	1857.0
32829582315.0	1858.0
32829470884.0	1859.0
32828820456.0	1860.0
32827705762.0	1861.0
32827488040.0	1862.0
32826339740.0	1863.0
32826003635.0	1864.0
32825808536.0	1865.0
32825808536.0	1866.0
32824413546.0	1867.0
32824112200.0	1868.0
32823946136.0	1869.0
32823869932.0	1870.0
32822044097.0	1871.0
32821730061.0	1872.0
32821730061.0	1873.0
32821089233.0	1874.0
32820884822.0	1875.0
32820727808.0	1876.0
32820727808.0	1877.0
32820486552.0	1878.0
32820358755.0	1879.0
32820038315.0	1880.0
32818918476.0	1881.0
32818072858.0	1882.0
32818014194.0	1883.0
32817946517.0	1884.0
32817250811.0	1885.0
32817001285.0	1886.0
32816601432.0	1887.0
32815980731.0	1888.0
32815980731.0	1889.0
32815980731.0	1890.0
32815980731.0	1891.0
32815885387.0	1892.0
32815555803.0	1893.0
32815555803.0	1894.0
32815392238.0	1895.0
32814869836.0	1896.0
32814353105.0	1897.0
32814285353.0	1898.0
32814234082.0	1899.0
32814234082.0	1900.0
32814188252.0	1901.0
32813929868.0	1902.0
32813348474.0	1903.0
32813231697.0	1904.0
32812813936.0	1905.0
32812333654.0	1906.0
32812130465.0	1907.0
32811957511.0	1908.0
32811705644.0	1909.0
32811651896.0	1910.0
32809983140.0	1911.0
32809615847.0	1912.0
32807204446.0	1913.0
32806317661.0	1914.0
32806209428.0	1915.0
32806077617.0	1916.0
32805686341.0	1917.0
32805149840.0	1918.0
32804760334.0	1919.0
32804760334.0	1920.0
32804363106.0	1921.0
32804363106.0	1922.0
32804363106.0	1923.0
32803620944.0	1924.0
32803620944.0	1925.0
32803369621.0	1926.0
32799460124.0	1927.0
32799229595.0	1928.0
32798821210.0	1929.0
32798389041.0	1930.0
32798389041.0	1931.0
32798083263.0	1932.0
32797846764.0	1933.0
32797755111.0	1934.0
32797610833.0	1935.0
32797579401.0	1936.0
32797395417.0	1937.0
32797212722.0	1938.0
32797096732.0	1939.0
32794453183.0	1940.0
32794328980.0	1941.0
32794188644.0	1942.0
32793537737.0	1943.0
32793211102.0	1944.0
32793179795.0	1945.0
32793179795.0	1946.0
32793179795.0	1947.0
32792985515.0	1948.0
32792552440.0	1949.0
32791725916.0	1950.0
32791725916.0	1951.0
32790564469.0	1952.0
32790564469.0	1953.0
32790564469.0	1954.0
32789585308.0	1955.0
32789585308.0	1956.0
32788369705.0	1957.0
32787182178.0	1958.0
32787182178.0	1959.0
32786639746.0	1960.0
32786280189.0	1961.0
32785846278.0	1962.0
32785084128.0	1963.0
32785069855.0	1964.0
32784647027.0	1965.0
32784401924.0	1966.0
32784401924.0	1967.0
32784401924.0	1968.0
32783206950.0	1969.0
32783206950.0	1970.0
32783117463.0	1971.0
32782927165.0	1972.0
32782927165.0	1973.0
32782637412.0	1974.0
32782119524.0	1975.0
32782119524.0	1976.0
32781846431.0	1977.0
32781715049.0	1978.0
32781501530.0	1979.0
32781383168.0	1980.0
32781383168.0	1981.0
32781126931.0	1982.0
32780936984.0	1983.0
32780936984.0	1984.0
32780291128.0	1985.0
32779972365.0	1986.0
32779738719.0	1987.0
32779669073.0	1988.0
32779259736.0	1989.0
32779067688.0	1990.0
32778570409.0	1991.0
32778570409.0	1992.0
32778473432.0	1993.0
32778473432.0	1994.0
32778470294.0	1995.0
32777609279.0	1996.0
32777380783.0	1997.0
32777377241.0	1998.0
32777260008.0	1999.0
32776863220.0	2000.0
32775919415.0	2001.0
32774707237.0	2002.0
32774506714.0	2003.0
32772074725.0	2004.0
32771802843.0	2005.0
32771802843.0	2006.0
32771698634.0	2007.0
32771698634.0	2008.0
32771537832.0	2009.0
32771381869.0	2010.0
32771301979.0	2011.0
32771301979.0	2012.0
32771178360.0	2013.0
32771169375.0	2014.0
32770918103.0	2015.0
32770103483.0	2016.0
32770098477.0	2017.0
32769989501.0	2018.0
32768934967.0	2019.0
32768934967.0	2020.0
32768790584.0	2021.0
32768215418.0	2022.0
32768215418.0	2023.0
32768215418.0	2024.0
32768110560.0	2025.0
32767697843.0	2026.0
32767662577.0	2027.0
32767472886.0	2028.0
32767472886.0	2029.0
32767372076.0	2030.0
32767237975.0	2031.0
32767027983.0	2032.0
32766827928.0	2033.0
32766827928.0	2034.0
32766827928.0	2035.0
32766827928.0	2036.0
32766377874.0	2037.0
32766250563.0	2038.0
32765733172.0	2039.0
32765733172.0	2040.0
32765733172.0	2041.0
32764625914.0	2042.0
32764625914.0	2043.0
32764425750.0	2044.0
32764425750.0	2045.0
32764249541.0	2046.0
32764010537.0	2047.0
32763624993.0	2048.0
32763416634.0	2049.0
32763336851.0	2050.0
32763226005.0	2051.0
32762774561.0	2052.0
32762006829.0	2053.0
32761064768.0	2054.0
32761064684.0	2055.0
32761064684.0	2056.0
32761044860.0	2057.0
32760858676.0	2058.0
32760858676.0	2059.0
32760824287.0	2060.0
32760296062.0	2061.0
32760296062.0	2062.0
32759982733.0	2063.0
32759762816.0	2064.0
32759762816.0	2065.0
32758886637.0	2066.0
32758687827.0	2067.0
32758176214.0	2068.0
32756762117.0	2069.0
32756452939.0	2070.0
32756452939.0	2071.0
32756452939.0	2072.0
32756209433.0	2073.0
32755782838.0	2074.0
32755752511.0	2075.0
32755618563.0	2076.0
32755618563.0	2077.0
32755542937.0	2078.0
32754730880.0	2079.0
32754644240.0	2080.0
32754644240.0	2081.0
32754304498.0	2082.0
32754304498.0	2083.0
32754283513.0	2084.0
32754283513.0	2085.0
32754037029.0	2086.0
32753108380.0	2087.0
32752897998.0	2088.0
32752689723.0	2089.0
32752427291.0	2090.0
32752427291.0	2091.0
32752246049.0	2092.0
32752246049.0	2093.0
32752132755.0	2094.0
32752091252.0	2095.0
32751783969.0	2096.0
32751407833.0	2097.0
32751203009.0	2098.0
32751153457.0	2099.0
32751153457.0	2100.0
32751153457.0	2101.0
32750813741.0	2102.0
32750813741.0	2103.0
32748947402.0	2104.0
32748527927.0	2105.0
32748492882.0	2106.0
32748404061.0	2107.0
32748124449.0	2108.0
32747926321.0	2109.0
32747773867.0	2110.0
32747321629.0	2111.0
32746951208.0	2112.0
32746951208.0	2113.0
32746697510.0	2114.0
32746564482.0	2115.0
32745299763.0	2116.0
32745013735.0	2117.0
32745013735.0	2118.0
32745013735.0	2119.0
32744991883.0	2120.0
32744693593.0	2121.0
32744598087.0	2122.0
32744588478.0	2123.0
32744588478.0	2124.0
32744317545.0	2125.0
32744317545.0	2126.0
32743842927.0	2127.0
32743786188.0	2128.0
32743779408.0	2129.0
32743779408.0	2130.0
32742796118.0	2131.0
32742512912.0	2132.0
32742308450.0	2133.0
32742297240.0	2134.0
32742241548.0	2135.0
32742112755.0	2136.0
32741996520.0	2137.0
32741934976.0	2138.0
32741934976.0	2139.0
32741934976.0	2140.0
32741687655.0	2141.0
32741687655.0	2142.0
32741687655.0	2143.0
32741687655.0	2144.0
32741630994.0	2145.0
32741630994.0	2146.0
32741459586.0	2147.0
32741321401.0	2148.0
32740801569.0	2149.0
32740793567.0	2150.0
32740793567.0	2151.0
32740076098.0	2152.0
32740026086.0	2153.0
32739875025.0	2154.0
32739753880.0	2155.0
32739508661.0	2156.0
32739481898.0	2157.0
32738454611.0	2158.0
32738298346.0	2159.0
32738298346.0	2160.0
32738165520.0	2161.0
32738127744.0	2162.0
32738036182.0	2163.0
32738022728.0	2164.0
32737984783.0	2165.0
32737881757.0	2166.0
32737881757.0	2167.0
32737881757.0	2168.0
32737881757.0	2169.0
32737866674.0	2170.0
32737553713.0	2171.0
32737539905.0	2172.0
32737353606.0	2173.0
32737320915.0	2174.0
32737320915.0	2175.0
32737315837.0	2176.0
32736917249.0	2177.0
32736917249.0	2178.0
32736917249.0	2179.0
32736458306.0	2180.0
32736457430.0	2181.0
32736388004.0	2182.0
32735839129.0	2183.0
32735679340.0	2184.0
32735437491.0	2185.0
32735250974.0	2186.0
32734855987.0	2187.0
32734789322.0	2188.0
32734789322.0	2189.0
32734694393.0	2190.0
32734572247.0	2191.0
32734480602.0	2192.0
32734234376.0	2193.0
32732845611.0	2194.0
32732803842.0	2195.0
32732795214.0	2196.0
32732749975.0	2197.0
32732686208.0	2198.0
32732441640.0	2199.0
32732319071.0	2200.0
32732289034.0	2201.0
32732158823.0	2202.0
32732158823.0	2203.0
32732158823.0	2204.0
32732158823.0	2205.0
32732141994.0	2206.0
32732009258.0	2207.0
32732009258.0	2208.0
32731306593.0	2209.0
32731213417.0	2210.0
32730948987.0	2211.0
32730861924.0	2212.0
32730004673.0	2213.0
32729897552.0	2214.0
32729887071.0	2215.0
32729887071.0	2216.0
32729461480.0	2217.0
32729011879.0	2218.0
32728731279.0	2219.0
32728511054.0	2220.0
32728321639.0	2221.0
32728321639.0	2222.0
32727778449.0	2223.0
32727324740.0	2224.0
32727324740.0	2225.0
32727323926.0	2226.0
32727323926.0	2227.0
32727033494.0	2228.0
32726961284.0	2229.0
32726961284.0	2230.0
32726953689.0	2231.0
32726953689.0	2232.0
32726953689.0	2233.0
32726604186.0	2234.0
32725962323.0	2235.0
32725401237.0	2236.0
32725163709.0	2237.0
32725057797.0	2238.0
32725052874.0	2239.0
32724707013.0	2240.0
32724262728.0	2241.0
32723619707.0	2242.0
32723619707.0	2243.0
32723292152.0	2244.0
32723226262.0	2245.0
32723226262.0	2246.0
32723155303.0	2247.0
32723155303.0	2248.0
32723155303.0	2249.0
32723055402.0	2250.0
32723055402.0	2251.0
32722910357.0	2252.0
32722666971.0	2253.0
32722543034.0	2254.0
32722543034.0	2255.0
32722543034.0	2256.0
32722543034.0	2257.0
32722543034.0	2258.0
32722543034.0	2259.0
32722234019.0	2260.0
32722140415.0	2261.0
32722140415.0	2262.0
32721664778.0	2263.0
32721584699.0	2264.0
32721097186.0	2265.0
32721097186.0	2266.0
32721041620.0	2267.0
32721012950.0	2268.0
32721012950.0	2269.0
32721012950.0	2270.0
32720982730.0	2271.0
32720896994.0	2272.0
32720885296.0	2273.0
32720747806.0	2274.0
32720747806.0	2275.0
32720673299.0	2276.0
32720619716.0	2277.0
32720619716.0	2278.0
32720569636.0	2279.0
32720469727.0	2280.0
32720376199.0	2281.0
32720239002.0	2282.0
32720233408.0	2283.0
32720209358.0	2284.0
32719971143.0	2285.0
32719943316.0	2286.0
32719943316.0	2287.0
32719793823.0	2288.0
32719793823.0	2289.0
32719793823.0	2290.0
32719767766.0	2291.0
32719484815.0	2292.0
32719484815.0	2293.0
32719484815.0	2294.0
32719354937.0	2295.0
32719109882.0	2296.0
32719073307.0	2297.0
32719048371.0	2298.0
32718857692.0	2299.0
32718718908.0	2300.0
32718718908.0	2301.0
32718416037.0	2302.0
32718331400.0	2303.0
32718331400.0	2304.0
32718331400.0	2305.0
32718331400.0	2306.0
32718331400.0	2307.0
32718050390.0	2308.0
32717949162.0	2309.0
32717805060.0	2310.0
32717750212.0	2311.0
32717750212.0	2312.0
32716901317.0	2313.0
32716505058.0	2314.0
32716154107.0	2315.0
32716154107.0	2316.0
32716154107.0	2317.0
32716013984.0	2318.0
32715911602.0	2319.0
32715911602.0	2320.0
32715888703.0	2321.0
32715392997.0	2322.0
32715171527.0	2323.0
32715171527.0	2324.0
32715106639.0	2325.0
32714721981.0	2326.0
32714721981.0	2327.0
32714721981.0	2328.0
32713876238.0	2329.0
32713876238.0	2330.0
32713857376.0	2331.0
32713670050.0	2332.0
32713625980.0	2333.0
32713625980.0	2334.0
32713585192.0	2335.0
32713585192.0	2336.0
32713585192.0	2337.0
32713267763.0	2338.0
32713267763.0	2339.0
32712892942.0	2340.0
32712624233.0	2341.0
32712327254.0	2342.0
32712327254.0	2343.0
32712327254.0	2344.0
32712035751.0	2345.0
32712023816.0	2346.0
32711975988.0	2347.0
32711975988.0	2348.0
32711924954.0	2349.0
32711924954.0	2350.0
32711833894.0	2351.0
32711831059.0	2352.0
32711450641.0	2353.0
32711450641.0	2354.0
32711406012.0	2355.0
32711382167.0	2356.0
32711134124.0	2357.0
32711134124.0	2358.0
32711102669.0	2359.0
32710800827.0	2360.0
32710054387.0	2361.0
32709973725.0	2362.0
32709973725.0	2363.0
32709952351.0	2364.0
32709952351.0	2365.0
32709879755.0	2366.0
32709635995.0	2367.0
32709139237.0	2368.0
32708894235.0	2369.0
32708217826.0	2370.0
32708155798.0	2371.0
32708135657.0	2372.0
32708135657.0	2373.0
32707993121.0	2374.0
32707963651.0	2375.0
32707928531.0	2376.0
32707289733.0	2377.0
32707289733.0	2378.0
32707289733.0	2379.0
32707221786.0	2380.0
32707014756.0	2381.0
32707014756.0	2382.0
32706941598.0	2383.0
32706837452.0	2384.0
32706793498.0	2385.0
32706555595.0	2386.0
32706555595.0	2387.0
32706555595.0	2388.0
32706494655.0	2389.0
32706494655.0	2390.0
32706443359.0	2391.0
32706201955.0	2392.0
32706132268.0	2393.0
32706132268.0	2394.0
32706132268.0	2395.0
32705978947.0	2396.0
32705618238.0	2397.0
32705610430.0	2398.0
32705609262.0	2399.0
32705609262.0	2400.0
32705426630.0	2401.0
32705426630.0	2402.0
32705426630.0	2403.0
32705397006.0	2404.0
32705397006.0	2405.0
32705310130.0	2406.0
32705310130.0	2407.0
32704814896.0	2408.0
32704782388.0	2409.0
32704782388.0	2410.0
32704723786.0	2411.0
32704680441.0	2412.0
