error	steps
32704308521.0	2413.0
32704308521.0	2414.0
32703851391.0	2415.0
32703795771.0	2416.0
32703709777.0	2417.0
32703543199.0	2418.0
32703543199.0	2419.0
32703543199.0	2420.0
32703543199.0	2421.0
32703458436.0	2422.0
32703458436.0	2423.0
32703402710.0	2424.0
32703402710.0	2425.0
32703279463.0	2426.0
32703096187.0	2427.0
32703083398.0	2428.0
32703083398.0	2429.0
32703083398.0	2430.0
32703083398.0	2431.0
32703083398.0	2432.0
32702711833.0	2433.0
32702612595.0	2434.0
32702612595.0	2435.0
32702612595.0	2436.0
32702612595.0	2437.0
32702584844.0	2438.0
32702584677.0	2439.0
32702553114.0	2440.0
32702553114.0	2441.0
32702553114.0	2442.0
32702028224.0	2443.0
32701742368.0	2444.0
32701742368.0	2445.0
32701358713.0	2446.0
32701310571.0	2447.0
32701293999.0	2448.0
32701293999.0	2449.0
32701134537.0	2450.0
32701094951.0	2451.0
32701094951.0	2452.0
32701093097.0	2453.0
32701093097.0	2454.0
32701093097.0	2455.0
32700909031.0	2456.0
32700909031.0	2457.0
32700859334.0	2458.0
32700670549.0	2459.0
32700253705.0	2460.0
32700253705.0	2461.0
32700216858.0	2462.0
32699494198.0	2463.0
32699494198.0	2464.0
32699332023.0	2465.0
32699149549.0	2466.0
32699149549.0	2467.0
32699020850.0	2468.0
32699020850.0	2469.0
32699020850.0	2470.0
32698986777.0	2471.0
32698986777.0	2472.0
32698985823.0	2473.0
32698372069.0	2474.0
32698200626.0	2475.0
32698200626.0	2476.0
32697988221.0	2477.0
32697937582.0	2478.0
32697937582.0	2479.0
32697937582.0	2480.0
32697910655.0	2481.0
32697910655.0	2482.0
32697905355.0	2483.0
32697905355.0	2484.0
32697743722.0	2485.0
32697743722.0	2486.0
32697743722.0	2487.0
32697743722.0	2488.0
32697743722.0	2489.0
32697743722.0	2490.0
32697743722.0	2491.0
32697743722.0	2492.0
32697454112.0	2493.0
32697274060.0	2494.0
32697274060.0	2495.0
32697274060.0	2496.0
32697029778.0	2497.0
32697029778.0	2498.0
32696723782.0	2499.0
32696723782.0	2500.0
32696706808.0	2501.0
32696706808.0	2502.0
32696249610.0	2503.0
32696249610.0	2504.0
32696166208.0	2505.0
32696166208.0	2506.0
32696035526.0	2507.0
32696035526.0	2508.0
32696035526.0	2509.0
32696035526.0	2510.0
32696035526.0	2511.0
32696035526.0	2512.0
32695808744.0	2513.0
32695808744.0	2514.0
32695808744.0	2515.0
32695808744.0	2516.0
32695808744.0	2517.0
32695808744.0	2518.0
32695808744.0	2519.0
32695775651.0	2520.0
32695510110.0	2521.0
32695209500.0	2522.0
32694957961.0	2523.0
32694957961.0	2524.0
32694044281.0	2525.0
32694044281.0	2526.0
32693788775.0	2527.0
32693652426.0	2528.0
32693629116.0	2529.0
32693629116.0	2530.0
32693555718.0	2531.0
32693555718.0	2532.0
32693555718.0	2533.0
32693555718.0	2534.0
32693555718.0	2535.0
32693512476.0	2536.0
32693512476.0	2537.0
32693512476.0	2538.0
32693488697.0	2539.0
32693488697.0	2540.0
32693488697.0	2541.0
32693462849.0	2542.0
32693462849.0	2543.0
32693420170.0	2544.0
32693336490.0	2545.0
32693172136.0	2546.0
32693115765.0	2547.0
32693115765.0	2548.0
32693115765.0	2549.0
32693115765.0	2550.0
32693091772.0	2551.0
32692991602.0	2552.0
32692991602.0	2553.0
32692991602.0	2554.0
32692979946.0	2555.0
32692944005.0	2556.0
32692726226.0	2557.0
32692505892.0	2558.0
32691932503.0	2559.0
32691932503.0	2560.0
32691932503.0	2561.0
32691932503.0	2562.0
32691923632.0	2563.0
32691921705.0	2564.0
32691921705.0	2565.0
32691915071.0	2566.0
32691749085.0	2567.0
32691358094.0	2568.0
32691358094.0	2569.0
32691358094.0	2570.0
32691358094.0	2571.0
32691299138.0	2572.0
32691299138.0	2573.0
32691138684.0	2574.0
32691087114.0	2575.0
32691064129.0	2576.0
32691064129.0	2577.0
32691064129.0	2578.0
32691064129.0	2579.0
32691064129.0	2580.0
32691016426.0	2581.0
32690929230.0	2582.0
32690929230.0	2583.0
32690845392.0	2584.0
32690845392.0	2585.0
32690706803.0	2586.0
32690647681.0	2587.0
32690606386.0	2588.0
32690443322.0	2589.0
32690148374.0	2590.0
32690148374.0	2591.0
32690148374.0	2592.0
32690148374.0	2593.0
32690148374.0	2594.0
32690148374.0	2595.0
32690148374.0	2596.0
32690148374.0	2597.0
32690148374.0	2598.0
32689987546.0	2599.0
32689987546.0	2600.0
32689987546.0	2601.0
32689845049.0	2602.0
32689773142.0	2603.0
32689659914.0	2604.0
32689622414.0	2605.0
32689126003.0	2606.0
32689019990.0	2607.0
32688900959.0	2608.0
32688766838.0	2609.0
32688766838.0	2610.0
32688766838.0	2611.0
32688766838.0	2612.0
32688766838.0	2613.0
32688766838.0	2614.0
32688481435.0	2615.0
32688481296.0	2616.0
32688433884.0	2617.0
32688257907.0	2618.0
32688257907.0	2619.0
32688257907.0	2620.0
32687574178.0	2621.0
32687573367.0	2622.0
32687573367.0	2623.0
32687528632.0	2624.0
32687528632.0	2625.0
32687528632.0	2626.0
32686846481.0	2627.0
32686737151.0	2628.0
32686737151.0	2629.0
32686276248.0	2630.0
32686063701.0	2631.0
32686063701.0	2632.0
32686063701.0	2633.0
32686063701.0	2634.0
32686036459.0	2635.0
32685990332.0	2636.0
32685965223.0	2637.0
32685965223.0	2638.0
32685965223.0	2639.0
32685846153.0	2640.0
32685846153.0	2641.0
32685846153.0	2642.0
32685846153.0	2643.0
32685707729.0	2644.0
32685707729.0	2645.0
32685637416.0	2646.0
32685615850.0	2647.0
32685615850.0	2648.0
32685487662.0	2649.0
32685487662.0	2650.0
32685487662.0	2651.0
32685487662.0	2652.0
32685487662.0	2653.0
32685254415.0	2654.0
32685085592.0	2655.0
32685055741.0	2656.0
32685055741.0	2657.0
32685055741.0	2658.0
32685032233.0	2659.0
32685026321.0	2660.0
32685026321.0	2661.0
32685026321.0	2662.0
32684978284.0	2663.0
32684978284.0	2664.0
32684474021.0	2665.0
32683798687.0	2666.0
32683455068.0	2667.0
32682916817.0	2668.0
32682916817.0	2669.0
32682916817.0	2670.0
32682916817.0	2671.0
32682916817.0	2672.0
32682916817.0	2673.0
32682787353.0	2674.0
32682615424.0	2675.0
32681949163.0	2676.0
32681949163.0	2677.0
32681947684.0	2678.0
32681947684.0	2679.0
32681689097.0	2680.0
32681689097.0	2681.0
32681689097.0	2682.0
32681657840.0	2683.0
32681442347.0	2684.0
32681442347.0	2685.0
32681442347.0	2686.0
32681442347.0	2687.0
32681442347.0	2688.0
32681442347.0	2689.0
32681442347.0	2690.0
32681409486.0	2691.0
32681409486.0	2692.0
32681409486.0	2693.0
32681409486.0	2694.0
32681409486.0	2695.0
32681409486.0	2696.0
32681357863.0	2697.0
32681357863.0	2698.0
32681357863.0	2699.0
32681357863.0	2700.0
32681204408.0	2701.0
32681204408.0	2702.0
32681204408.0	2703.0
32681204408.0	2704.0
32681204408.0	2705.0
32681204408.0	2706.0
32680887390.0	2707.0
32679238225.0	2708.0
32679194475.0	2709.0
32679178456.0	2710.0
32679178456.0	2711.0
32678889269.0	2712.0
32678889269.0	2713.0
32678889269.0	2714.0
32678889269.0	2715.0
32678889269.0	2716.0
32678889269.0	2717.0
32678889269.0	2718.0
32678889269.0	2719.0
32678889269.0	2720.0
32678889269.0	2721.0
32678889269.0	2722.0
32678889269.0	2723.0
32678889269.0	2724.0
32678889269.0	2725.0
32678825813.0	2726.0
32678825813.0	2727.0
32678304912.0	2728.0
32678304912.0	2729.0
32678304912.0	2730.0
32678304912.0	2731.0
32678304912.0	2732.0
32678304912.0	2733.0
32678286632.0	2734.0
32678286632.0	2735.0
32678286632.0	2736.0
32678286632.0	2737.0
32678250227.0	2738.0
32678250227.0	2739.0
32678250227.0	2740.0
32678250227.0	2741.0
32677881929.0	2742.0
32677815247.0	2743.0
32677815247.0	2744.0
32677815247.0	2745.0
32677815247.0	2746.0
32677815247.0	2747.0
32677815247.0	2748.0
32677815247.0	2749.0
32677815247.0	2750.0
32677815247.0	2751.0
32677815247.0	2752.0
32677805634.0	2753.0
32677782283.0	2754.0
32677782283.0	2755.0
32677782283.0	2756.0
32677782283.0	2757.0
32677782283.0	2758.0
32677782283.0	2759.0
32677667137.0	2760.0
32677667137.0	2761.0
32677667137.0	2762.0
32677667137.0	2763.0
32677471162.0	2764.0
32677415062.0	2765.0
32677225886.0	2766.0
32676857708.0	2767.0
32676857708.0	2768.0
32676857708.0	2769.0
32676857708.0	2770.0
32676857708.0	2771.0
32676707460.0	2772.0
32676681061.0	2773.0
32676681061.0	2774.0
32676681061.0	2775.0
32676681061.0	2776.0
32676651538.0	2777.0
32676651538.0	2778.0
32676651538.0	2779.0
32676651538.0	2780.0
32676651538.0	2781.0
32676651538.0	2782.0
32676651538.0	2783.0
32676651538.0	2784.0
32676651538.0	2785.0
32676395934.0	2786.0
32676243162.0	2787.0
32675980279.0	2788.0
32675980279.0	2789.0
32675678478.0	2790.0
32675678478.0	2791.0
32675678478.0	2792.0
32675621882.0	2793.0
32675587533.0	2794.0
32675032678.0	2795.0
32675032678.0	2796.0
32675032678.0	2797.0
32675032678.0	2798.0
32675032678.0	2799.0
32675032678.0	2800.0
32675032678.0	2801.0
32674933949.0	2802.0
32674933949.0	2803.0
32674933949.0	2804.0
32674933949.0	2805.0
32674931076.0	2806.0
32674931076.0	2807.0
32674831854.0	2808.0
32674831854.0	2809.0
32674528171.0	2810.0
32674283589.0	2811.0
32674267239.0	2812.0
32674243079.0	2813.0
32674243079.0	2814.0
32674243079.0	2815.0
32674243079.0	2816.0
32674243079.0	2817.0
32674243079.0	2818.0
32674208739.0	2819.0
32674208739.0	2820.0
32674208739.0	2821.0
32674208739.0	2822.0
32674208739.0	2823.0
32674183610.0	2824.0
32674176172.0	2825.0
32674176172.0	2826.0
32674176172.0	2827.0
32673812620.0	2828.0
32673803039.0	2829.0
32673803039.0	2830.0
32673803039.0	2831.0
32673803039.0	2832.0
32673571814.0	2833.0
32673571814.0	2834.0
32673499994.0	2835.0
32673422404.0	2836.0
32673422404.0	2837.0
32673262350.0	2838.0
32673202963.0	2839.0
32673193221.0	2840.0
32673193221.0	2841.0
32673193221.0	2842.0
32673193221.0	2843.0
32673123892.0	2844.0
32673123892.0	2845.0
32672593671.0	2846.0
32672593671.0	2847.0
32672309912.0	2848.0
32672309912.0	2849.0
32672266426.0	2850.0
32672266426.0	2851.0
32672235970.0	2852.0
32672008234.0	2853.0
32672008234.0	2854.0
32672008234.0	2855.0
32671638937.0	2856.0
32671433132.0	2857.0
32671413546.0	2858.0
32671413546.0	2859.0
32671413546.0	2860.0
32671413546.0	2861.0
32671413546.0	2862.0
32671413546.0	2863.0
32671138569.0	2864.0
32671138569.0	2865.0
32671138569.0	2866.0
32671138569.0	2867.0
32671138569.0	2868.0
32671138569.0	2869.0
32671138569.0	2870.0
32671138569.0	2871.0
32671016013.0	2872.0
32671012131.0	2873.0
32671012131.0	2874.0
32671012131.0	2875.0
32671012131.0	2876.0
32670959695.0	2877.0
32670919798.0	2878.0
32670919798.0	2879.0
32670919798.0	2880.0
32670919798.0	2881.0
32670919798.0	2882.0
32670839919.0	2883.0
32670839919.0	2884.0
32670831989.0	2885.0
32670831989.0	2886.0
32670831989.0	2887.0
32670831989.0	2888.0
32670766990.0	2889.0
32670619275.0	2890.0
32670572739.0	2891.0
32670572739.0	2892.0
32670572739.0	2893.0
32670572739.0	2894.0
32670572739.0	2895.0
32670133206.0	2896.0
32670133206.0	2897.0
32669849854.0	2898.0
32669805802.0	2899.0
32669742068.0	2900.0
32669742068.0	2901.0
32669684977.0	2902.0
32669684977.0	2903.0
32669643528.0	2904.0
32669643528.0	2905.0
32669536267.0	2906.0
32669536267.0	2907.0
32669422759.0	2908.0
32669422759.0	2909.0
32669397079.0	2910.0
32669385118.0	2911.0
32669385118.0	2912.0
32669385118.0	2913.0
32669244546.0	2914.0
32669244546.0	2915.0
32669244546.0	2916.0
32669244546.0	2917.0
32669244546.0	2918.0
32669210542.0	2919.0
32668859268.0	2920.0
32668859268.0	2921.0
32668859268.0	2922.0
32668752084.0	2923.0
32668752084.0	2924.0
32668702307.0	2925.0
32668702307.0	2926.0
32668702307.0	2927.0
32668702307.0	2928.0
32668702307.0	2929.0
32668702307.0	2930.0
32668702307.0	2931.0
32668702307.0	2932.0
32668518367.0	2933.0
32668409761.0	2934.0
32668366604.0	2935.0
32668176163.0	2936.0
32668176163.0	2937.0
32668176163.0	2938.0
32668176163.0	2939.0
32668176163.0	2940.0
32668162038.0	2941.0
32668125248.0	2942.0
32668125248.0	2943.0
32668125248.0	2944.0
32668125248.0	2945.0
32668125248.0	2946.0
32668125248.0	2947.0
32667984634.0	2948.0
32667984634.0	2949.0
32667965654.0	2950.0
32667613886.0	2951.0
32667613886.0	2952.0
32667613886.0	2953.0
32667613886.0	2954.0
32667461813.0	2955.0
32667461813.0	2956.0
32667373974.0	2957.0
32667373974.0	2958.0
32667373974.0	2959.0
32667373974.0	2960.0
32667150720.0	2961.0
32667150720.0	2962.0
32667104750.0	2963.0
32667104750.0	2964.0
32667104750.0	2965.0
32666967093.0	2966.0
32666816137.0	2967.0
32666816137.0	2968.0
32666402195.0	2969.0
32666358941.0	2970.0
32666288541.0	2971.0
32666255265.0	2972.0
32666094538.0	2973.0
32666094538.0	2974.0
32666094538.0	2975.0
32666094538.0	2976.0
32666094538.0	2977.0
32666094538.0	2978.0
32666094538.0	2979.0
32666094538.0	2980.0
32666094538.0	2981.0
32666094538.0	2982.0
32666094538.0	2983.0
32666082667.0	2984.0
32666082667.0	2985.0
32666082667.0	2986.0
32666082667.0	2987.0
32666043375.0	2988.0
32666043375.0	2989.0
32666043375.0	2990.0
32666043375.0	2991.0
32665346969.0	2992.0
32665346969.0	2993.0
32665346969.0	2994.0
32665346969.0	2995.0
32665237019.0	2996.0
32665237019.0	2997.0
32665211543.0	2998.0
32665211543.0	2999.0
32665211543.0	3000.0
32665211543.0	3001.0
32665211543.0	3002.0
32665211543.0	3003.0
32665126688.0	3004.0
32665126688.0	3005.0
32665125396.0	3006.0
32665125396.0	3007.0
32665114932.0	3008.0
32665114932.0	3009.0
32665114932.0	3010.0
32665092414.0	3011.0
32665092414.0	3012.0
32665061982.0	3013.0
32664780475.0	3014.0
32664780475.0	3015.0
32664780475.0	3016.0
32664780475.0	3017.0
32664780475.0	3018.0
32664780475.0	3019.0
32664780475.0	3020.0
32664780475.0	3021.0
32664780475.0	3022.0
32664575094.0	3023.0
32664575094.0	3024.0
32664575094.0	3025.0
32664520843.0	3026.0
32664520843.0	3027.0
32664520843.0	3028.0
32664520843.0	3029.0
32664520843.0	3030.0
32664520843.0	3031.0
32664520843.0	3032.0
32664502736.0	3033.0
32664502736.0	3034.0
32664440845.0	3035.0
32664414726.0	3036.0
32664368020.0	3037.0
32664368020.0	3038.0
32664368020.0	3039.0
32664368020.0	3040.0
32664368020.0	3041.0
32664368020.0	3042.0
32664368020.0	3043.0
32664368020.0	3044.0
32664106462.0	3045.0
32664038688.0	3046.0
32663979808.0	3047.0
32663979808.0	3048.0
32663963051.0	3049.0
32663963051.0	3050.0
32663582016.0	3051.0
32663582016.0	3052.0
32663582016.0	3053.0
32663582016.0	3054.0
32663321057.0	3055.0
32663321057.0	3056.0
32663225358.0	3057.0
32663225358.0	3058.0
32663225358.0	3059.0
32663225358.0	3060.0
32663090849.0	3061.0
32663090849.0	3062.0
32663016403.0	3063.0
32663016403.0	3064.0
32663016403.0	3065.0
32663016403.0	3066.0
32663016403.0	3067.0
32663016403.0	3068.0
32663016403.0	3069.0
32663016403.0	3070.0
32663016403.0	3071.0
32662844579.0	3072.0
32662844579.0	3073.0
32662844579.0	3074.0
32662844579.0	3075.0
32662844579.0	3076.0
32662844579.0	3077.0
32662844579.0	3078.0
32662844579.0	3079.0
32662844579.0	3080.0
32662844579.0	3081.0
32662738032.0	3082.0
32662738032.0	3083.0
32662738032.0	3084.0
32662738032.0	3085.0
32662651545.0	3086.0
32662651545.0	3087.0
32662651545.0	3088.0
32662628319.0	3089.0
32662628319.0	3090.0
32662619834.0	3091.0
32662619834.0	3092.0
32662619834.0	3093.0
32662481727.0	3094.0
32662481727.0	3095.0
32662481727.0	3096.0
32662481727.0	3097.0
32662285395.0	3098.0
32662285395.0	3099.0
32662270217.0	3100.0
32662270217.0	3101.0
32662270217.0	3102.0
32662270217.0	3103.0
32662167559.0	3104.0
32662167559.0	3105.0
32662147603.0	3106.0
32662147603.0	3107.0
32662147603.0	3108.0
32662109147.0	3109.0
32662109147.0	3110.0
32662109147.0	3111.0
32662109147.0	3112.0
32662105949.0	3113.0
32662105949.0	3114.0
32662105949.0	3115.0
32662071987.0	3116.0
32662071987.0	3117.0
32661799845.0	3118.0
32661799845.0	3119.0
32661799845.0	3120.0
32661799845.0	3121.0
32661799845.0	3122.0
32661799845.0	3123.0
32661799845.0	3124.0
32661799845.0	3125.0
32661799845.0	3126.0
32661779914.0	3127.0
32661723122.0	3128.0
32661723122.0	3129.0
32661687895.0	3130.0
32661687895.0	3131.0
32661687895.0	3132.0
32661687895.0	3133.0
32661687895.0	3134.0
32661687895.0	3135.0
32661687895.0	3136.0
32661687895.0	3137.0
32661687895.0	3138.0
32661687895.0	3139.0
32661634469.0	3140.0
32661634469.0	3141.0
32661634469.0	3142.0
32661634469.0	3143.0
32661595022.0	3144.0
32661532320.0	3145.0
32661530776.0	3146.0
32661530776.0	3147.0
32661530776.0	3148.0
32661530776.0	3149.0
32661445580.0	3150.0
32661445580.0	3151.0
32661445580.0	3152.0
32661445580.0	3153.0
32661332201.0	3154.0
32661273969.0	3155.0
32661273969.0	3156.0
32661273969.0	3157.0
32661273969.0	3158.0
32661273969.0	3159.0
32661273969.0	3160.0
32661273969.0	3161.0
32661273969.0	3162.0
32661273969.0	3163.0
32661273969.0	3164.0
32661273969.0	3165.0
32661273969.0	3166.0
32661273969.0	3167.0
32661273969.0	3168.0
32661273969.0	3169.0
32661273969.0	3170.0
32661273969.0	3171.0
32661135858.0	3172.0
32661135858.0	3173.0
32661135858.0	3174.0
32661135858.0	3175.0
32661135858.0	3176.0
32661135858.0	3177.0
32661054848.0	3178.0
32661054848.0	3179.0
32660777464.0	3180.0
32660521311.0	3181.0
32660521311.0	3182.0
32660521311.0	3183.0
32660521311.0	3184.0
32660521311.0	3185.0
32660521311.0	3186.0
32660521311.0	3187.0
32660521311.0	3188.0
32660521311.0	3189.0
32660457496.0	3190.0
32660457496.0	3191.0
32660457496.0	3192.0
32660282977.0	3193.0
32660282977.0	3194.0
32660282977.0	3195.0
32660282977.0	3196.0
32660230970.0	3197.0
32660230970.0	3198.0
32660230970.0	3199.0
32660230970.0	3200.0
32660218547.0	3201.0
32660133409.0	3202.0
32660133409.0	3203.0
32660133409.0	3204.0
32660133409.0	3205.0
32660133409.0	3206.0
32660133409.0	3207.0
32660133409.0	3208.0
32660124864.0	3209.0
32660124864.0	3210.0
32660124864.0	3211.0
32660107123.0	3212.0
32660107123.0	3213.0
32660107123.0	3214.0
32660107123.0	3215.0
32660107123.0	3216.0
32660107123.0	3217.0
32660107123.0	3218.0
32660069197.0	3219.0
32660069197.0	3220.0
32660067698.0	3221.0
32660067698.0	3222.0
32660067698.0	3223.0
32660067698.0	3224.0
32660067698.0	3225.0
32660067698.0	3226.0
32660067698.0	3227.0
32660036106.0	3228.0
32660036106.0	3229.0
32660021748.0	3230.0
32660021748.0	3231.0
32660021748.0	3232.0
32660021748.0	3233.0
32660021748.0	3234.0
32660021748.0	3235.0
32660021748.0	3236.0
32660021748.0	3237.0
32660021748.0	3238.0
32660021748.0	3239.0
32660021748.0	3240.0
32660021748.0	3241.0
32660021748.0	3242.0
32660021748.0	3243.0
32659826921.0	3244.0
32659826921.0	3245.0
32659826921.0	3246.0
32659826921.0	3247.0
32659826921.0	3248.0
32659826921.0	3249.0
32659747493.0	3250.0
32659747493.0	3251.0
32659747493.0	3252.0
32659747493.0	3253.0
32659747493.0	3254.0
32659747493.0	3255.0
32659739454.0	3256.0
32659739454.0	3257.0
32659739454.0	3258.0
32659739454.0	3259.0
32659739454.0	3260.0
32659739454.0	3261.0
32659739454.0	3262.0
32659739454.0	3263.0
32659728066.0	3264.0
32659728066.0	3265.0
32659528825.0	3266.0
32659528825.0	3267.0
32659528825.0	3268.0
32659528825.0	3269.0
32659528825.0	3270.0
32659482791.0	3271.0
32659467815.0	3272.0
32659467815.0	3273.0
32659467815.0	3274.0
32659426466.0	3275.0
32659426466.0	3276.0
32659426466.0	3277.0
32659426466.0	3278.0
32659402925.0	3279.0
32659323216.0	3280.0
32659305909.0	3281.0
32659305909.0	3282.0
32659198115.0	3283.0
32659198115.0	3284.0
32659198115.0	3285.0
32659198115.0	3286.0
32659198115.0	3287.0
32659198115.0	3288.0
32659099058.0	3289.0
32659099058.0	3290.0
32659077885.0	3291.0
32659049062.0	3292.0
32658824920.0	3293.0
32658824920.0	3294.0
32658824920.0	3295.0
32658824920.0	3296.0
32658824920.0	3297.0
32658824920.0	3298.0
32658703938.0	3299.0
32658608388.0	3300.0
32658608388.0	3301.0
32658608388.0	3302.0
32658608388.0	3303.0
32658608388.0	3304.0
32658608388.0	3305.0
32658608388.0	3306.0
32658608388.0	3307.0
32658608388.0	3308.0
32658585888.0	3309.0
32658571326.0	3310.0
32658571326.0	3311.0
32658571326.0	3312.0
32658559226.0	3313.0
32658559226.0	3314.0
32658542796.0	3315.0
32658428064.0	3316.0
32658428064.0	3317.0
32658385633.0	3318.0
32658385633.0	3319.0
32658385633.0	3320.0
32658361297.0	3321.0
32658361297.0	3322.0
32658361297.0	3323.0
32658351392.0	3324.0
32658351392.0	3325.0
32658351392.0	3326.0
32658288620.0	3327.0
32658288620.0	3328.0
32658288620.0	3329.0
32658288620.0	3330.0
32658288620.0	3331.0
32658196988.0	3332.0
32658147544.0	3333.0
32658147544.0	3334.0
32658147544.0	3335.0
32657931857.0	3336.0
32657801176.0	3337.0
32657571251.0	3338.0
32657571251.0	3339.0
32657571251.0	3340.0
32657525946.0	3341.0
32657525946.0	3342.0
32657525946.0	3343.0
32657525946.0	3344.0
32657525946.0	3345.0
32657525946.0	3346.0
32657525946.0	3347.0
32657525946.0	3348.0
32657525946.0	3349.0
32657356014.0	3350.0
32657356014.0	3351.0
32657356014.0	3352.0
32657346015.0	3353.0
32657346015.0	3354.0
32657346015.0	3355.0
32657346015.0	3356.0
32657346015.0	3357.0
32657324625.0	3358.0
32657269420.0	3359.0
32657269420.0	3360.0
32657249255.0	3361.0
32657249255.0	3362.0
32657249255.0	3363.0
32657221396.0	3364.0
32657221396.0	3365.0
32657221396.0	3366.0
32657221396.0	3367.0
32657221396.0	3368.0
32657221396.0	3369.0
32657221396.0	3370.0
32657221396.0	3371.0
32657221396.0	3372.0
32657221396.0	3373.0
32657221396.0	3374.0
32657221396.0	3375.0
32657221396.0	3376.0
32657221396.0	3377.0
32657221396.0	3378.0
32657221396.0	3379.0
32656879689.0	3380.0
32656879689.0	3381.0
32656879689.0	3382.0
32656879689.0	3383.0
32656879689.0	3384.0
32656879689.0	3385.0
32656784430.0	3386.0
32656784430.0	3387.0
32656710093.0	3388.0
32656710093.0	3389.0
32656710093.0	3390.0
32656710093.0	3391.0
32656710093.0	3392.0
32656666369.0	3393.0
32656666369.0	3394.0
32656666369.0	3395.0
32656666369.0	3396.0
32656666369.0	3397.0
32656666369.0	3398.0
32656666369.0	3399.0
32656666369.0	3400.0
32656666369.0	3401.0
32656666369.0	3402.0
32656652413.0	3403.0
32656652413.0	3404.0
32656652413.0	3405.0
32656652413.0	3406.0
32656652413.0	3407.0
32656652413.0	3408.0
32656652413.0	3409.0
32656652413.0	3410.0
32656652413.0	3411.0
32656652413.0	3412.0
32656652413.0	3413.0
32656592467.0	3414.0
32656592467.0	3415.0
32656592467.0	3416.0
32656592467.0	3417.0
32656560566.0	3418.0
32656364247.0	3419.0
32656364247.0	3420.0
32656364247.0	3421.0
32656364247.0	3422.0
32656364247.0	3423.0
32656364247.0	3424.0
32656364247.0	3425.0
32656364247.0	3426.0
32656364247.0	3427.0
32656364247.0	3428.0
32656364247.0	3429.0
32656364247.0	3430.0
32656364247.0	3431.0
32656364247.0	3432.0
32656364247.0	3433.0
32656364247.0	3434.0
32656364247.0	3435.0
32656364247.0	3436.0
32656364247.0	3437.0
32656243741.0	3438.0
32656243741.0	3439.0
32656243741.0	3440.0
32656243741.0	3441.0
32656221733.0	3442.0
32656221733.0	3443.0
32656203881.0	3444.0
32656203881.0	3445.0
32656203881.0	3446.0
32656203881.0	3447.0
32656203881.0	3448.0
32656203881.0	3449.0
32656134990.0	3450.0
32656134990.0	3451.0
32656134990.0	3452.0
32656134990.0	3453.0
32656134990.0	3454.0
32656134990.0	3455.0
32656134990.0	3456.0
32656134990.0	3457.0
32656134990.0	3458.0
32656134990.0	3459.0
32656134990.0	3460.0
32656134990.0	3461.0
32656134990.0	3462.0
32656134990.0	3463.0
32656134990.0	3464.0
32656134990.0	3465.0
32656134990.0	3466.0
32656134990.0	3467.0
32656134990.0	3468.0
32656134990.0	3469.0
32656134990.0	3470.0
32656134990.0	3471.0
32655956943.0	3472.0
32655956943.0	3473.0
32655882105.0	3474.0
32655882105.0	3475.0
32655882105.0	3476.0
32655882105.0	3477.0
32655882105.0	3478.0
32655882105.0	3479.0
32655882105.0	3480.0
32655882105.0	3481.0
32655882105.0	3482.0
32655882105.0	3483.0
32655882105.0	3484.0
32655882105.0	3485.0
32655882105.0	3486.0
32655882105.0	3487.0
32655882105.0	3488.0
32655882105.0	3489.0
32655882105.0	3490.0
32655776954.0	3491.0
32655776954.0	3492.0
32655776954.0	3493.0
32655776954.0	3494.0
32655776954.0	3495.0
32655776954.0	3496.0
32655605244.0	3497.0
32655605244.0	3498.0
32655605244.0	3499.0
32655605244.0	3500.0
32655605244.0	3501.0
32655605244.0	3502.0
32655605244.0	3503.0
32655605244.0	3504.0
32655605244.0	3505.0
32655575421.0	3506.0
32655575421.0	3507.0
32655575421.0	3508.0
32655492201.0	3509.0
32655492201.0	3510.0
32655492201.0	3511.0
32655308153.0	3512.0
32655308153.0	3513.0
32655308153.0	3514.0
32655308153.0	3515.0
32655308153.0	3516.0
32655308153.0	3517.0
32655308153.0	3518.0
32655308153.0	3519.0
32655029955.0	3520.0
32655029955.0	3521.0
32655029955.0	3522.0
32655029955.0	3523.0
32655029955.0	3524.0
32654932845.0	3525.0
32654925615.0	3526.0
32654925615.0	3527.0
32654903880.0	3528.0
32654903880.0	3529.0
32654903880.0	3530.0
32654903880.0	3531.0
32654903880.0	3532.0
32654903880.0	3533.0
32654903880.0	3534.0
32654903880.0	3535.0
32654903880.0	3536.0
32654903880.0	3537.0
32654903880.0	3538.0
32654903880.0	3539.0
32654903880.0	3540.0
32654903880.0	3541.0
32654903880.0	3542.0
32654903880.0	3543.0
32654903880.0	3544.0
32654903880.0	3545.0
32654903880.0	3546.0
32654903880.0	3547.0
32654903880.0	3548.0
32654825168.0	3549.0
32654825168.0	3550.0
32654825168.0	3551.0
32654825168.0	3552.0
32654825168.0	3553.0
32654825168.0	3554.0
32654825168.0	3555.0
32654825168.0	3556.0
32654825168.0	3557.0
32654825168.0	3558.0
32654825168.0	3559.0
32654825168.0	3560.0
32654825168.0	3561.0
32654825168.0	3562.0
32654825168.0	3563.0
32654825168.0	3564.0
32654825168.0	3565.0
32654825168.0	3566.0
32654825168.0	3567.0
32654825168.0	3568.0
32654706131.0	3569.0
32654675979.0	3570.0
32654675979.0	3571.0
32654675979.0	3572.0
32654675979.0	3573.0
32654675979.0	3574.0
32654672162.0	3575.0
32654672162.0	3576.0
32654672162.0	3577.0
32654672162.0	3578.0
