error	run_time
46975810891.0	13.179151773452759
46938786474.0	13.264805793762207
46898594021.0	13.36677098274231
46847812069.0	13.463924884796143
46827783039.0	13.567880868911743
46801693401.0	13.668354749679565
46764045224.0	13.76672101020813
46705166030.0	13.860054731369019
46685063125.0	13.954422950744629
46637375009.0	14.049019813537598
46622040569.0	14.142230033874512
46567907745.0	14.226468801498413
46533738122.0	14.341669797897339
46478271586.0	14.456183910369873
46459821814.0	14.556954860687256
46425160104.0	14.655135869979858
46319723731.0	14.746885776519775
46267107073.0	14.8332839012146
46192698456.0	14.92673110961914
46153521080.0	15.028342962265015
46099571536.0	15.108625888824463
46080623763.0	15.205152034759521
46011040215.0	15.287030935287476
45983426947.0	15.391654968261719
45932940344.0	15.470349788665771
45897021470.0	15.571635961532593
45853595416.0	15.665683031082153
45762413067.0	15.769467830657959
45739732443.0	15.870655059814453
45693844374.0	15.954320907592773
45648729008.0	16.050460815429688
45617381372.0	16.135161876678467
45555937565.0	16.21186375617981
45491986788.0	16.300831079483032
45477625090.0	16.393057823181152
45425115177.0	16.47672986984253
45366615722.0	16.561466932296753
45331464593.0	16.653977870941162
45284609084.0	16.733197927474976
45268215623.0	16.824928998947144
45230777078.0	16.918792963027954
45188241678.0	17.01421594619751
45145530996.0	17.09073281288147
45068555627.0	17.19059681892395
45043389956.0	17.26506495475769
45018005478.0	17.35794687271118
44996935340.0	17.44494891166687
44957110393.0	17.553728103637695
44887912351.0	17.67309069633484
44826688284.0	17.80270791053772
44814676373.0	17.8902747631073
44799732050.0	17.98331594467163
44767357088.0	18.071119785308838
44755663173.0	18.15131187438965
44704913180.0	18.223180055618286
44679810835.0	18.310590982437134
44662026403.0	18.405104875564575
44620991678.0	18.500866889953613
44564989573.0	18.60151505470276
44552929814.0	18.802246809005737
44509660378.0	18.894508838653564
44479470533.0	18.987446069717407
44461151713.0	19.073428869247437
44445375479.0	19.154468774795532
44387096657.0	19.250731945037842
44345854535.0	19.335002899169922
44314251724.0	19.434004068374634
44240059220.0	19.519428968429565
44220738682.0	19.630889892578125
44166975538.0	19.728410959243774
44128175714.0	19.819013833999634
44092647966.0	19.91214895248413
44065521164.0	20.005713939666748
44022259443.0	20.095706939697266
43990435625.0	20.18721580505371
43973668512.0	20.27723503112793
43943927481.0	20.37001872062683
43906706833.0	20.47396993637085
43865282965.0	20.565962076187134
43818350336.0	20.644469022750854
43800050925.0	20.73680591583252
43783419827.0	20.80868411064148
43762778961.0	20.888669967651367
43702360881.0	20.996851921081543
43677841412.0	21.081099033355713
43644395987.0	21.181394815444946
43616172380.0	21.271744966506958
43584497129.0	21.368556022644043
43522164276.0	21.447082996368408
43484178615.0	21.53348684310913
43468469832.0	21.61609387397766
43445185289.0	21.722874879837036
43428877770.0	21.82470393180847
43406885002.0	21.905540943145752
43397361367.0	21.98971700668335
43341000740.0	22.087323904037476
43309343803.0	22.168354749679565
43274182859.0	22.256940841674805
43243451310.0	22.36005401611328
43230466675.0	22.460692882537842
43188126941.0	22.575575828552246
43161798031.0	22.67271590232849
43144459806.0	22.769455909729004
43123260392.0	22.857889890670776
43066173429.0	22.96437406539917
43032885881.0	23.139875888824463
42996386655.0	23.244963884353638
42948588982.0	23.33843994140625
42916587365.0	23.446495056152344
42879074503.0	23.52516484260559
42831825070.0	23.627135038375854
42815557564.0	23.723252058029175
42790723949.0	23.81464695930481
42782923358.0	23.904899835586548
42772881677.0	24.010839700698853
42756377499.0	24.194013833999634
42739361121.0	24.302878856658936
42701887954.0	24.40682888031006
42678897821.0	24.496614933013916
42656206036.0	24.61432385444641
42631149400.0	24.70406675338745
42620077713.0	24.7849338054657
42607026285.0	24.869773864746094
42554815696.0	24.967577934265137
42513605840.0	25.055332899093628
42462544307.0	25.1714448928833
42438787275.0	25.279173851013184
42384273321.0	25.405871868133545
42338799361.0	25.527342796325684
42321307825.0	25.660155773162842
42282472639.0	25.776899814605713
42245304095.0	25.891732931137085
42216644447.0	26.00517773628235
42168636253.0	26.1210298538208
42139071127.0	26.222678661346436
42113691513.0	26.366224765777588
42092022104.0	26.495832920074463
42065113753.0	26.585824966430664
42024314618.0	26.698140859603882
42003394518.0	26.809870719909668
41975151089.0	26.932694673538208
41964202325.0	27.03773283958435
41952651323.0	27.157439947128296
41917590242.0	27.2724449634552
41891730656.0	27.4085750579834
41871333309.0	27.543003797531128
41846569310.0	27.65239191055298
41834384554.0	27.765406847000122
41809828148.0	27.861268043518066
41778124833.0	27.957637786865234
41748047788.0	28.06363606452942
41698821501.0	28.173377752304077
41663797419.0	28.28871774673462
41636047142.0	28.38876485824585
41600603969.0	28.496514797210693
41575144675.0	28.605223894119263
41536990248.0	28.72321581840515
41513885145.0	28.816220998764038
41468649075.0	28.908475875854492
41457722708.0	29.007876873016357
41427098287.0	29.10780382156372
41394078725.0	29.205076932907104
41382216542.0	29.309324026107788
41339861928.0	29.408266067504883
41313269629.0	29.50213885307312
41298873818.0	29.60022783279419
41280026579.0	29.71437382698059
41263473319.0	29.8120219707489
41245305708.0	29.94836688041687
41228232406.0	30.11262798309326
41215868949.0	30.22657799720764
41198788055.0	30.340752840042114
41177076514.0	30.44431495666504
41150529140.0	30.559255838394165
41101316122.0	30.671015977859497
41069761009.0	30.758965015411377
41028629245.0	30.850648880004883
40998750267.0	30.97298574447632
40969205761.0	31.093058824539185
40947062601.0	31.424138069152832
40913127994.0	31.52865695953369
40868520005.0	31.641279935836792
40859520848.0	31.761514902114868
40849748807.0	31.855928897857666
40817284045.0	31.97861671447754
40796924854.0	32.12392973899841
40783840873.0	32.28007507324219
40751063049.0	32.48075795173645
40731033285.0	32.607062101364136
40708602884.0	32.748268127441406
40694176819.0	32.83447289466858
40667954937.0	32.92516779899597
40640804695.0	33.032599687576294
40614255344.0	33.139400005340576
40573906314.0	33.21453070640564
40528745195.0	33.31410479545593
40514985274.0	33.39577770233154
40476987162.0	33.4869179725647
40442835008.0	33.58589792251587
40420217517.0	33.66819477081299
40411598674.0	33.75481295585632
40385653532.0	33.838170766830444
40377574026.0	33.93741488456726
40366800733.0	34.01892876625061
40323208302.0	34.113905906677246
40268513609.0	34.215545892715454
40256737763.0	34.2978949546814
40241645665.0	34.3888258934021
40214323497.0	34.47285485267639
40183337247.0	34.57343006134033
40151768096.0	34.66731381416321
40136359766.0	34.75088095664978
40102349524.0	34.825953006744385
40080289001.0	34.918986082077026
40065785520.0	35.044251918792725
40054456231.0	35.139479875564575
40044426023.0	35.221993923187256
39986307992.0	35.32225799560547
39961250199.0	35.42484474182129
39948462930.0	35.52825593948364
39920712903.0	35.63284778594971
39886159330.0	35.735212087631226
39870737203.0	35.819977045059204
39858177360.0	35.91937589645386
39831843825.0	35.996126890182495
39809021876.0	36.08623790740967
39782818746.0	36.16861701011658
39759955281.0	36.2610719203949
39733510094.0	36.354877948760986
39700074972.0	36.43544292449951
39677292130.0	36.531025886535645
39630515457.0	36.65130877494812
39614687535.0	36.7624237537384
39604059769.0	36.84980797767639
39582145143.0	36.97561287879944
39549289558.0	37.0959529876709
39533428026.0	37.22871398925781
39510629046.0	37.33809685707092
39492089991.0	37.43308091163635
39484739680.0	37.55336594581604
39450036813.0	37.665947914123535
39427875430.0	37.76814079284668
39420378274.0	37.85168790817261
39386859947.0	37.94509696960449
39368251669.0	38.046231746673584
39357990558.0	38.1486029624939
39345449302.0	38.27745008468628
39332238301.0	38.37250375747681
39310829365.0	38.45914077758789
39295202792.0	38.54848384857178
39264302488.0	38.65198993682861
39237789053.0	38.74310874938965
39206689571.0	38.84534192085266
39182101132.0	38.941972970962524
39146384866.0	39.03330683708191
39121908346.0	39.119778871536255
39099803557.0	39.21560597419739
39085562883.0	39.29598069190979
39071331049.0	39.3901629447937
39044891322.0	39.52757692337036
39007082782.0	39.64120292663574
38988179976.0	39.75134801864624
38960064378.0	39.877256870269775
38926594796.0	40.00276589393616
38917658795.0	40.09523677825928
38898327227.0	40.18557691574097
38862551417.0	40.299224853515625
38849277476.0	40.41312599182129
38835355921.0	40.582106828689575
38828592831.0	40.67099976539612
38804017459.0	40.748920917510986
38783927605.0	40.84409689903259
38769660325.0	40.92259097099304
38740620861.0	41.01826786994934
38730313465.0	41.10648488998413
38706769674.0	41.20495009422302
38689120818.0	41.298476696014404
38666655100.0	41.39996600151062
38641895822.0	41.498167753219604
38630533293.0	41.601616859436035
38616190911.0	41.698938846588135
38590432520.0	41.78948402404785
38567767993.0	41.88854193687439
38557967447.0	42.01672077178955
38540598954.0	42.12637805938721
38520334592.0	42.209784746170044
38508591053.0	42.313764810562134
38497667385.0	42.40490484237671
38491747194.0	42.511924028396606
38477526855.0	42.621978759765625
38471526002.0	42.71317982673645
38451655692.0	42.8009979724884
38410444466.0	42.90359091758728
38407454270.0	43.017640829086304
38380990102.0	43.12382793426514
38370622746.0	43.22723579406738
38349748906.0	43.31799602508545
38342183109.0	43.413315773010254
38332887775.0	43.50916004180908
38328218481.0	43.60366082191467
38300540536.0	43.70644402503967
38284217978.0	43.80368995666504
38262732777.0	43.890870094299316
38251548876.0	43.993025064468384
38238893147.0	44.086442947387695
38229182276.0	44.18047475814819
38221366095.0	44.27836894989014
38190918919.0	44.36223387718201
38159359687.0	44.46175789833069
38142416937.0	44.55983281135559
38122771600.0	44.65109395980835
38106359036.0	44.74886512756348
38089138662.0	44.85052275657654
38072640677.0	44.92758512496948
38059156807.0	45.01396894454956
38046409713.0	45.12915301322937
38024822801.0	45.227530002593994
38006392201.0	45.30715799331665
37993716357.0	45.39173674583435
37968837937.0	45.48364973068237
37966285643.0	45.570565938949585
37961419234.0	45.67282676696777
37947525213.0	45.76897883415222
37934013905.0	45.851011753082275
37924017920.0	45.94463801383972
37897898008.0	46.04096579551697
37870047330.0	46.135191679000854
37852505591.0	46.24699091911316
37832755294.0	46.33163595199585
37819298144.0	46.41404604911804
37806674019.0	46.49939489364624
37792818928.0	46.58823204040527
37781307998.0	46.675031900405884
37767329329.0	46.78642201423645
37765159396.0	46.869327783584595
37761760216.0	46.94871187210083
37751904421.0	47.045660972595215
37747701790.0	47.128055810928345
37730788760.0	47.209266901016235
37703040865.0	47.31396985054016
37699452532.0	47.43957781791687
37685149924.0	47.553669929504395
37673377707.0	47.65802884101868
37643288036.0	47.76347494125366
37639513698.0	47.86311984062195
37623318952.0	47.941449880599976
37608225248.0	48.03801608085632
37581922427.0	48.135436058044434
37568551519.0	48.22283911705017
37559136170.0	48.32389998435974
37550675027.0	48.4015097618103
37539482240.0	48.48296499252319
37534515407.0	48.56553077697754
37528683540.0	48.65479493141174
37513530428.0	48.76709294319153
37507896916.0	48.85414099693298
37491446080.0	48.932819843292236
37483121937.0	49.0559618473053
37476518309.0	49.161365032196045
37472730085.0	49.26100993156433
37463835487.0	49.357510805130005
37453078472.0	49.45934081077576
37447761444.0	49.55304288864136
37439577199.0	49.64958381652832
37433946656.0	49.74538278579712
37419557648.0	49.847431898117065
37408377062.0	49.937477827072144
37387528974.0	50.0211877822876
37380182625.0	50.10741305351257
37372810397.0	50.19840097427368
37363423189.0	50.28301787376404
37345119024.0	50.3916699886322
37336222328.0	50.481534004211426
37332471042.0	50.55852699279785
37326036048.0	50.64222478866577
37293397285.0	50.733810901641846
37270521914.0	50.83299779891968
37242455494.0	50.92708396911621
37224263041.0	51.011727809906006
37214459354.0	51.08824610710144
37197249911.0	51.1899049282074
37187870147.0	51.27580380439758
37176692769.0	51.37351989746094
37173204538.0	51.4831817150116
37157802968.0	51.59119486808777
37147569920.0	51.69352078437805
37131649531.0	51.78503489494324
37096090468.0	51.894553899765015
37076200010.0	51.993226051330566
37064539405.0	52.075531005859375
37058716267.0	52.16907596588135
37055229264.0	52.269481897354126
37048407020.0	52.359381914138794
37035655196.0	52.46259593963623
37025726400.0	52.573472023010254
37020944566.0	52.65527296066284
37013213920.0	52.74803590774536
37008231007.0	52.853665828704834
37000164918.0	52.95050811767578
36980396267.0	53.03298997879028
36961140401.0	53.12849473953247
36950917056.0	53.23716878890991
36945736040.0	53.323537826538086
36910939325.0	53.42889881134033
36904522208.0	53.51407074928284
36900287029.0	53.611323833465576
36882930793.0	53.704981088638306
36876001556.0	53.78783583641052
36866481462.0	53.877131938934326
36860047273.0	53.96451377868652
36831968070.0	54.04391098022461
36823282707.0	54.12692880630493
36803813409.0	54.230013847351074
36793099687.0	54.31475901603699
36777435316.0	54.41192984580994
36752271078.0	54.48784685134888
36727352502.0	54.587355852127075
36724480755.0	54.674980878829956
36701376178.0	54.779279947280884
36698260238.0	54.86276292800903
36693439067.0	54.96470403671265
36681965876.0	55.0635027885437
36657171354.0	55.13637089729309
36653507186.0	55.22973990440369
36651702176.0	55.32137393951416
36645410278.0	55.4149329662323
36637816454.0	55.49983286857605
36633180512.0	55.586057901382446
36624257987.0	55.67035698890686
36621495080.0	55.757452726364136
36618920598.0	55.84385585784912
36598919792.0	55.9412407875061
36596907523.0	56.034940004348755
36589668885.0	56.13060402870178
36587559361.0	56.223347902297974
36582854970.0	56.30532789230347
36560382964.0	56.39703989028931
36548926804.0	56.47949481010437
36542641189.0	56.55806589126587
36534394142.0	56.6512508392334
36524733461.0	56.74809980392456
36515914793.0	56.84199595451355
36501053878.0	56.94141697883606
36475710109.0	57.03660488128662
36469116529.0	57.12855887413025
36448258354.0	57.231117725372314
36442258568.0	57.313007831573486
36422598918.0	57.39646887779236
36418278199.0	57.50044894218445
36414004023.0	57.59011101722717
36403967532.0	57.67765784263611
36399578496.0	57.76885986328125
36377956181.0	57.858911991119385
36351307385.0	57.94799065589905
36349646627.0	58.03559184074402
36346681747.0	58.1261351108551
36324453091.0	58.2038369178772
36322123421.0	58.30437397956848
36307013740.0	58.39975881576538
36298707925.0	58.48961687088013
36281100063.0	58.58752489089966
36270018378.0	58.67070698738098
36246433255.0	58.76294183731079
36245741099.0	58.868242025375366
36224351504.0	58.94963788986206
36220797932.0	59.05628180503845
36209757769.0	59.13734579086304
36191601028.0	59.23000693321228
36188399152.0	59.31252098083496
36167528041.0	59.411011934280396
36157399983.0	59.505565881729126
36152437774.0	59.59749889373779
36151395687.0	59.69271397590637
36149520233.0	59.77395582199097
36139498770.0	59.85682487487793
36137253804.0	59.95284390449524
36121744746.0	60.034729957580566
36114081848.0	60.124348878860474
36111911055.0	60.23106384277344
36109282052.0	60.327903032302856
36101200539.0	60.4136688709259
36092233810.0	60.49893307685852
36088073261.0	60.59528875350952
36084468960.0	60.69543194770813
36079656024.0	60.801461935043335
36075883606.0	60.88093590736389
36073075285.0	60.965489864349365
36065136434.0	61.04911184310913
36058593580.0	61.15263104438782
36052554974.0	61.25108575820923
36050442395.0	61.3499960899353
36044342192.0	61.44548678398132
36032513372.0	61.53524899482727
36029995273.0	61.63628077507019
36020710672.0	61.735296964645386
36018931377.0	61.820849895477295
36013902921.0	61.915870904922485
36007649466.0	62.00718593597412
35995410474.0	62.10442876815796
35993386359.0	62.210001945495605
35983467769.0	62.29281997680664
35979128873.0	62.40363907814026
35969987917.0	62.48586702346802
35964821527.0	62.56895685195923
35961190837.0	62.660613775253296
35955989456.0	62.74861192703247
35951827986.0	62.827335834503174
35945423759.0	62.90393090248108
35933839314.0	62.99666476249695
35919612239.0	63.07473802566528
35908909043.0	63.16775894165039
35905364400.0	63.26372408866882
35902680381.0	63.342766761779785
35900263451.0	63.435407876968384
35895842770.0	63.536099910736084
35895128108.0	63.630321979522705
35885921970.0	63.72078490257263
35874360730.0	63.8140287399292
35856149966.0	63.89505100250244
35853484083.0	63.99685287475586
35849700365.0	64.08552598953247
35847196594.0	64.17454695701599
35841117710.0	64.27266693115234
35816060139.0	64.37248492240906
35811900855.0	64.46625590324402
35808594494.0	64.56052303314209
35801692890.0	64.64872980117798
35800449306.0	64.73830580711365
35796867162.0	64.82331991195679
35787563899.0	64.92659878730774
35779281919.0	65.022057056427
35776617923.0	65.10222172737122
35770373819.0	65.19175672531128
35765967017.0	65.28988480567932
35758475840.0	65.39698004722595
35754970807.0	65.48417592048645
35750461653.0	65.5554518699646
35745149918.0	65.64931201934814
35738262549.0	65.73010683059692
35722401221.0	65.81332206726074
35707870266.0	65.90633869171143
35689894667.0	65.99337983131409
35685181225.0	66.07641768455505
35672408154.0	66.16706371307373
35667984601.0	66.26352095603943
35663645488.0	66.3498158454895
35657371354.0	66.43467402458191
35650952721.0	66.51537275314331
35641573448.0	66.60203075408936
35635509266.0	66.69255685806274
35628650938.0	66.79435968399048
35623813268.0	66.87182068824768
35621921640.0	66.96621990203857
35616864431.0	67.07021284103394
35608097928.0	67.17037582397461
35596978902.0	67.26182103157043
35594485662.0	67.37300682067871
35592641726.0	67.46809601783752
35586768198.0	67.5711407661438
35584608665.0	67.68527293205261
35578688452.0	67.78863787651062
35571741514.0	67.89178991317749
35567619758.0	68.0102710723877
35562604450.0	68.12202978134155
35554513846.0	68.21304202079773
35544639029.0	68.30508685112
35540887813.0	68.42857098579407
35531095927.0	68.52003884315491
35528716017.0	68.62333798408508
35523186066.0	68.73569798469543
35513203307.0	68.8188328742981
35507903606.0	68.90516400337219
35498527904.0	69.0091290473938
35497186666.0	69.10579371452332
35491084778.0	69.19093990325928
35484354298.0	69.2835168838501
35479886409.0	69.37941288948059
35476027768.0	69.4678258895874
35459265003.0	69.59723496437073
35451364156.0	69.71005177497864
35444049940.0	69.85336995124817
35440914323.0	69.93647289276123
35432290711.0	70.01831293106079
35429254255.0	70.11673188209534
35423336694.0	70.20247292518616
35418652471.0	70.29319405555725
35415938518.0	70.37597584724426
35413646141.0	70.46052575111389
35405074229.0	70.54804468154907
35400608852.0	70.6815869808197
35395679604.0	70.78833270072937
35388938671.0	70.87283301353455
35386904148.0	70.95372986793518
35384171670.0	71.04742574691772
35381412558.0	71.14081478118896
35377762606.0	71.22023510932922
35371350750.0	71.31737184524536
35358879031.0	71.41163802146912
35356029469.0	71.52175903320312
35349620964.0	71.60464382171631
35347783263.0	71.69445776939392
35345668480.0	71.7802848815918
35335897703.0	71.85876893997192
35328498847.0	71.94870185852051
35324133866.0	72.04070091247559
35313926506.0	72.1319990158081
35309819192.0	72.2185549736023
35307269463.0	72.31567788124084
35305151014.0	72.39554286003113
35300520149.0	72.48203492164612
35295828289.0	72.57026696205139
35287546610.0	72.65159487724304
35282161622.0	72.72975993156433
35266720730.0	72.82914090156555
35257306296.0	72.90561485290527
35247924159.0	72.9810619354248
35228390761.0	73.07872581481934
35220058441.0	73.16666984558105
35214368849.0	73.24592995643616
35202229710.0	73.36321902275085
35196110147.0	73.46561479568481
35189107800.0	73.62208580970764
35175796415.0	73.73083186149597
35173686585.0	73.82453989982605
35171872803.0	73.9393937587738
35167171579.0	74.0348129272461
35161532540.0	74.11712789535522
35154674572.0	74.23661994934082
35147814658.0	74.35132384300232
35146687699.0	74.43254089355469
35143767867.0	74.54071497917175
35137390143.0	74.6620078086853
35123921706.0	74.7640278339386
35116449621.0	74.87546491622925
35105445250.0	74.95626592636108
35103854199.0	75.04485392570496
35095947052.0	75.14975476264954
35082875973.0	75.22708487510681
35080684748.0	75.3252899646759
35076286243.0	75.4146409034729
35065567596.0	75.49564909934998
35063349342.0	75.58669805526733
35058510393.0	75.66920685768127
35049777808.0	75.74977493286133
35043925277.0	75.83681273460388
35035656826.0	75.92367172241211
35024675194.0	76.01045989990234
35022405245.0	76.09931969642639
35012437292.0	76.19861793518066
35011182407.0	76.29326486587524
35005327309.0	76.3896849155426
35004006104.0	76.48828601837158
34999235153.0	76.5690188407898
34993181267.0	76.67345690727234
34987490275.0	76.75337886810303
34984786623.0	76.85108304023743
34982746544.0	76.94037890434265
34978165956.0	77.0239827632904
34973811970.0	77.11289596557617
34967534344.0	77.20457696914673
34961222467.0	77.27823066711426
34957889508.0	77.36319494247437
34955434550.0	77.47086381912231
34946877752.0	77.54973697662354
34944303602.0	77.64295196533203
34936489207.0	77.75212073326111
34931230289.0	77.86550498008728
34928111710.0	77.9702959060669
34923519156.0	78.05889987945557
34912925813.0	78.13558578491211
34905076187.0	78.22730588912964
34894733345.0	78.30526900291443
34892089178.0	78.38690900802612
34886636842.0	78.47739481925964
34881151379.0	78.54987692832947
34875997310.0	78.62360191345215
34871430633.0	78.7134428024292
34865088239.0	78.79195094108582
34858520362.0	78.88489770889282
34842960724.0	78.9796450138092
34840166804.0	79.05824685096741
34832910320.0	79.1407458782196
34829010740.0	79.22777390480042
34826908034.0	79.30834102630615
34824115841.0	79.39914178848267
34820299970.0	79.49627590179443
34815093724.0	79.58558893203735
34812650479.0	79.66642308235168
34801464150.0	79.77151799201965
34793922090.0	79.86006188392639
34790148203.0	79.95010089874268
34786740659.0	80.04859185218811
34783467134.0	80.12930583953857
34776649185.0	80.20456504821777
34771278770.0	80.29590678215027
34767372369.0	80.37642812728882
34765409084.0	80.46515488624573
34763712388.0	80.54746890068054
34756005059.0	80.63987994194031
34752888809.0	80.72893500328064
34745692891.0	80.82987380027771
34744545682.0	80.92237186431885
34727978158.0	81.01662588119507
34720161371.0	81.10891699790955
34718459231.0	81.19477772712708
34714589205.0	81.28645777702332
34709752470.0	81.38067102432251
34702210477.0	81.45596480369568
34689949033.0	81.55502581596375
34685345574.0	81.6405599117279
34682558112.0	81.73455905914307
34678266941.0	81.81788182258606
34676426203.0	81.89574575424194
34669305893.0	81.97337985038757
34667030025.0	82.0488440990448
34666027078.0	82.16462278366089
34659320141.0	82.26243090629578
34650332581.0	82.36123585700989
34648696787.0	82.4559679031372
34640987496.0	82.54131293296814
34638015700.0	82.63769388198853
34630828498.0	82.7358877658844
34627002009.0	82.83528089523315
34624004711.0	82.91425681114197
34618547223.0	83.00606274604797
34616269155.0	83.10503792762756
34611378067.0	83.187264919281
34607463082.0	83.2822208404541
34605220371.0	83.39398503303528
34601197983.0	83.49558687210083
34596720734.0	83.58340311050415
34583921334.0	83.68104100227356
34579195739.0	83.77352976799011
34576961396.0	83.85935187339783
34573335035.0	83.94819378852844
34571235791.0	84.05028796195984
34569091258.0	84.17894983291626
34559746918.0	84.2856330871582
34548644522.0	84.38888788223267
34544932731.0	84.47722887992859
34542903300.0	84.57260966300964
34539509210.0	84.66953182220459
34532715252.0	84.81396794319153
34532089439.0	84.90907073020935
34529843346.0	85.00266790390015
34526617765.0	85.10612797737122
34526190121.0	85.2225649356842
34520858147.0	85.43096590042114
34517519944.0	85.54035472869873
34514180801.0	85.64345788955688
34511187842.0	85.92416906356812
34505345109.0	86.03968381881714
34500172291.0	86.11708903312683
34496812864.0	86.19564604759216
34495355444.0	86.27903485298157
34491981332.0	86.37065601348877
34490238842.0	86.46583294868469
34488654308.0	86.5378828048706
34484598608.0	86.61070990562439
34475577093.0	86.69302082061768
34468005782.0	86.7761778831482
34462011957.0	86.85817980766296
34454556374.0	86.94229793548584
34450363898.0	87.02092385292053
34448457873.0	87.10434484481812
34445038149.0	87.20330286026001
34442832533.0	87.3190348148346
34435478254.0	87.42925381660461
34424586605.0	87.52478790283203
34417064954.0	87.61365389823914
34415878305.0	87.71952486038208
34413075722.0	87.82170605659485
34411292578.0	87.92916297912598
34408010033.0	88.02351903915405
34402264408.0	88.10281491279602
34396948551.0	88.18872880935669
34390830753.0	88.27640080451965
34388128319.0	88.36493396759033
34385671430.0	88.44367790222168
34379261035.0	88.52483201026917
34376828666.0	88.61857104301453
34376178988.0	88.71535897254944
34372917681.0	88.80345487594604
34363352316.0	88.8925850391388
34356395857.0	88.99580383300781
34355503543.0	89.09458303451538
34350580503.0	89.17442488670349
34342216009.0	89.26791405677795
34338081070.0	89.35288500785828
34330130413.0	89.44503593444824
34326063845.0	89.55457377433777
34323099827.0	89.64999294281006
